SHEET_NUMBER=2;
SHEET_NAME=Adresse;13;492;
division;identité;type;zone;nom du site;lieu dit;rue;ville;pays;code postale;commentaire;latitude;longitude;
00;23760;0;;Venizy (89210 - F);;8 RUE DE L HOPITAL;VENIZY;;89210;;48,03487;3,71001;
00;23762;0;;Vaudeurs (89320 - F);;7. CHEMIN D ARCES;VAUDEURS;;89320;;48,13429;3,54987;
00;23763;0;;Villechétive (89320 - F);;16 RUE DE LA REPUBLIQUE;VILLECHETIVE;;89320;;48,09612;3,50693;
00;23764;0;;Boeurs-en-Othe (89770 - F);;LES FUSEES N.2;BOEURS EN OTHE;;89770;;48,13879;3,70706;
00;23766;0;;Saint-Florentin (89600 - F);;2 RUE D EN BAS;ST FLORENTIN;;89600;;48,00276;3,73022;
00;23767;0;;Ervy-le-Châtel (10130 - F);;LE POSTILLON;ERVY LE CHATEL;;10130;;48,03885;3,90675;
00;22640;0;;Fleys (89800 - F);;19 RUE LA FONTAINE;FLEYS;;89800;;47,81532;3,86333;
00;23769;0;;Chamoy (10130 - F);;26 RUE DU BOURGET;CHAMOY;;10130;;48,11879;3,96939;
00;23746;0;;Bussy-le-Repos (89500 - F);;LES CROIX;BUSSY LE REPOS;;89500;;48,05655;3,23328;
00;23771;0;;Soumaintrain (89570 - F);;3 ROUTE DE NEUVY;SOUMAINTRAIN;;89570;;48,01848;3,82579;
00;23773;0;;Neuvy-Sautour (89570 - F);;RUE DE LA CHAPPE;NEUVY SAUTOUR;;89570;;48,04545;3,79511;
00;23775;0;;Nogent-en-Othe (10160 - F);;1 RUE MARDELLE;NOGENT EN OTHE;;10160;;48,14467;3,80626;
00;23776;0;;Courtaoult (10130 - F);;5 RUE CHAUDIERE HAMEAU GRANDCHAMP;COURTAOULT;;10130;;48,02412;3,8627;
00;23777;0;;Racines (10130 - F);;10 RUE PRINCIPALE;RACINES;;10130;;48,04818;3,84172;
00;23780;0;;Chessy-les-Prés (10130 - F);;257  GRANDE RUE;CHESSY LES PRES;;10130;;48,02443;3,91478;
00;23783;0;;Beugnon (89570 - F);;14 RUE DU BOUT;BEUGNON;;89570;;48,02014;3,80624;
00;23784;0;;Montfey (10130 - F);;14 BIS RUE LAMARTINE;MONTFEY;;10130;;48,06695;3,87607;
00;23787;0;;Turny (89570 - F);;4 RUE DE L ABREUVOIR;TURNY;;89570;;48,03378;3,7459;
00;23790;0;;Chaource (10210 - F);;6 RUE DU PONT DE PRASLIN;CHAOURCE;;10210;;48,05775;4,13768;
00;23793;0;;Vanlay (10210 - F);;6 RUE DU BOIS LUSSUS;VANLAY;;10210;;48,02795;4,01775;
00;23797;0;;Bernon (10130 - F);;5 RUE DU FG DE LA FONTAINE;BERNON;;10130;;47,98845;3,99598;
00;26168;0;;Plessis-Saint-Jean (89140 - F);;14 RUE DE PAILLY;PLESSIS ST JEAN;;89140;;48,35174;3,30674;
